"Obs","experiment","year","treatment","plot","subplot_id","genotype","sampling","lfblade_area","lfblade_length","lfblade_width","lfblade_weight","SLA","gN.m2","gC.m2","CN_ratio","d13C","panicle_emergence_DAS","vegetative_mass_at_harvest","leaf_mass_at_harvest","stem_mass_at_harvest","panicle_mass_at_harvest","total_mass_at_harvest","reproductive_vegetative_mass_ratio","leaf_mass_ratio","culm_height","branch_number_cbrt","tiller_number","basal_circumference"
11,"DR14",2014,"dry","21",21011,"RIL_034","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0313406375476,1.00211194387934,0.366269036658657,0.636503712096877,1.02469442015728,2.08291767352926,1.13482086136993,0.1819799626352,456.974277658069,-0.0379385951146554,1.03600366711278,17.6589318215298
12,"DR14",2014,"dry","21",21012,"RIL_020","null",20.9630798848974,211.248084792529,19.8313829648041,0.0894867260103684,237.310411589174,1.18707022267362,20.8742153629464,22.0275775636407,-12.0362754014539,37.5098722643761,1.45513777632542,0.419006718784273,1.0361000946477,1.20581763674101,2.61612511875922,0.816270913886356,0.156773423701225,620.162700458724,-0.0379385951146554,0.9647536333174,17.9950505630165
13,"DR14",2014,"dry","21",21013,"RIL_059","null",20.9462147357429,207.847854474562,20.0669854217819,0.0816904963994181,257.255090466165,1.16820310022312,19.5760998963831,21.8094343914252,-11.8765610672532,38.5723237121086,1.12170915056165,0.413960545291522,0.70756577057964,0.884818235965451,2.01343597089669,0.775610270425727,0.213242203479844,420.280106686768,-0.0379385951146554,1.02630918788269,18.4187506057701
14,"DR14",2014,"dry","21",21014,"B100","null",24.4558200983601,200.612582989262,23.4686767294224,0.0975107905544772,259.458179369679,1.21137780249345,21.4067307916829,20.6072661762673,-11.8116708058295,38.5937086484565,1.63147749386794,0.624041435247651,1.00945403471899,1.61063086516443,3.22331839144365,1.00180544954483,0.194305055309548,468.473767181343,-0.059890936031668,1.03499929778912,20.7506002228864
15,"DR14",2014,"dry","21",21015,"RIL_010","null",17.0840757104533,206.786884350734,17.2858205457185,0.075374755612514,233.47805411235,1.14769630902599,22.27397270415,21.3508366801748,-12.2243167090395,38.1895878755347,1.36204436683772,0.382486901172954,0.977170689865136,0.99041916938486,2.32660866833266,0.697159182467108,0.163034498844068,632.032826089385,-0.0379385951146554,1.11094009145202,17.4871143181845
16,"DR14",2014,"dry","21",21016,"RIL_134","null",17.5144050684038,183.085803044196,21.1259883679617,0.0858666825298792,211.627467734313,1.03057978866529,22.845457201826,25.7197881114093,-11.9054994077566,38.1895878755347,1.52403815390975,0.446549094131567,1.0759361816986,1.26151243343965,2.72868370927377,0.814367365418574,0.157701683860855,608.860276488661,0.15621732324035,0.9647536333174,16.3717249806905
17,"DR14",2014,"dry","21",21017,"RIL_104","null",18.2265245315613,194.660484175216,19.9633607983509,0.0678195331561894,267.486579587738,0.958532111913693,19.8933077384469,24.7882986508693,-11.8391129162096,45.1792070543505,1.32024237177799,0.492852605591499,0.833746383946341,0.838050541740446,2.14801035867214,0.601749443957686,0.231454075463567,475.914869425255,-0.0379385951146554,1.02293378048525,18.8631422045525
18,"DR14",2014,"dry","21",21018,"RIL_092","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.0010093716136,0.962167422800152,0.341296588274901,0.620956613777586,1.03822349182516,1.99761262736757,1.07221138307317,0.174672123656966,466.367159678856,0.0591393640628459,1.15382624296541,18.164718013645
19,"DR14",2014,"dry","21",21019,"B100","null",NA,NA,NA,NA,NA,1.21137780249345,21.4067307916829,20.6072661762673,-11.8116708058295,38.5937086484565,1.63147749386794,0.624041435247651,1.00945403471899,1.61063086516443,3.22331839144365,1.00180544954483,0.194305055309548,468.473767181343,-0.059890936031668,1.03499929778912,20.7506002228864
20,"DR14",2014,"dry","21",21020,"RIL_098","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.3090293729649,1.10217020320547,0.28813031687159,0.80753676137231,1.30351049981013,2.38321208156077,1.19636965491502,0.122069801900203,537.381476495332,-0.0379385951146554,0.9647536333174,16.4114638565886
21,"DR14",2014,"dry","21",21021,"RIL_008","null",20.9383666081215,206.759341025548,21.6197641085344,0.0883094337377714,241.994486874636,1.24583846658088,20.1719889145745,20.2672233473756,-12.1035959300738,38.1895878755347,1.82573268867905,0.499688928566835,1.32609304958136,1.32701808186888,3.07348277376016,0.724434569456844,0.155523277279832,647.825254102352,0.403702973328412,1.32935406430746,17.9681122043427
22,"DR14",2014,"dry","21",21022,"B100","null",24.4558200983601,200.612582989262,23.4686767294224,0.0975107905544772,259.458179369679,1.21137780249345,21.4067307916829,20.6072661762673,-11.8116708058295,38.5937086484565,1.63147749386794,0.624041435247651,1.00945403471899,1.61063086516443,3.22331839144365,1.00180544954483,0.194305055309548,468.473767181343,-0.059890936031668,1.03499929778912,20.7506002228864
23,"DR14",2014,"dry","21",21023,"RIL_191","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.2174708200218,0.949923630655589,0.350703498612844,0.598807598567224,1.20654131089581,2.15355839930091,1.29527206899491,0.164572736462717,376.463860337066,-0.0379385951146554,1.93594578856746,19.8037804259401
24,"DR14",2014,"dry","21",21024,"RIL_174","null",12.822560275735,138.454736141964,21.197274165153,0.0461620416637503,276.537290931257,1.09510574914352,18.8544930568841,18.897930365811,-12.1646368543413,35.2741197768005,0.979215400306276,0.33376579425974,0.645476174007378,1.03784940452032,2.00942180877773,1.0428145177028,0.16924829758549,407.739060911764,0.0591393640628459,1.80325575307588,19.3239904861891
25,"DR14",2014,"dry","21",21025,"RIL_086","null",16.9602092269464,171.03747913688,22.4186706763989,0.0669506897348021,253.945743175632,1.07090969897575,19.7885308140982,20.6829671674103,-11.7540530524542,38.1895878755347,1.15759501243033,0.391765850602079,0.763205216885179,1.16377303011649,2.29654878277086,0.991355139453387,0.169883641347487,428.898850079468,-0.0379385951146554,1.56954001673017,21.6795902616626
26,"DR14",2014,"dry","21",21026,"RIL_082","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,34.6445912258843,0.948116463440625,0.331189837419879,0.614420484158676,1.1662821979172,2.11023094526336,1.23990089976769,0.160268190572073,378.2701838026,-0.0379385951146554,1.02293378048525,19.049736042703
27,"DR14",2014,"dry","21",21027,"RIL_208","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.2716714553536,0.740057106933425,0.207128026335045,0.519487724884779,0.775639102892279,1.54066415470741,1.03721365737743,0.149825356897322,373.831789001569,0.364393258954065,1.02293378048525,17.3329623959442
28,"DR14",2014,"dry","21",21028,"RIL_140","null",16.7558492806973,180.574146692582,18.3496980658538,0.074314109966871,231.18806933829,1.19363935825691,21.3219562523479,19.6493352600787,-12.1673908278903,38.1895878755347,1.35811745983525,0.381571324642786,0.968894439486096,1.33486832549813,2.65021787209315,0.98988512830606,0.140292451363763,532.718028918448,0.0821853881242405,1.00256058859412,15.2082294888014
29,"DR14",2014,"dry","21",21029,"RIL_211","null",13.9183408026494,166.765664230537,21.2205195920793,0.053660918851795,262.468308745509,1.16457351720236,19.016748278465,18.1301159577588,-12.1947272808992,32.9777047573569,0.981567182523263,0.282745539462613,0.694397501904988,0.945321446857609,1.93093792381865,0.942965460799183,0.151319752068702,540.013547830827,0.225140339208835,1.28865738660142,17.829090186454
30,"DR14",2014,"dry","21",21030,"RIL_197","null",12.5442013957244,138.881261157615,19.6678974504307,0.0389679726357342,321.615234214522,0.919439300888658,16.5211066570785,22.143804282451,-11.8909462706855,38.1895878755347,1.10282258674477,0.425680878027579,0.672761164161435,1.1286821786967,2.22010530699344,1.01936364616196,0.194939190695199,365.006608641382,0.229892133453892,1.89311321377849,20.0083953209696
31,"DR14",2014,"dry","21",21031,"RIL_002","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.2536045769096,1.02823070156655,0.317205972643887,0.711379232145254,0.822235149259572,1.84548787579994,0.745646267449431,0.178109202079364,495.010288918058,0.838855686638602,1.15763356041856,15.7918139595839
32,"DR14",2014,"dry","21",21032,"RIL_016","null",18.570207471915,176.775817443018,18.9625708992711,0.0675451024028943,277.566613023715,1.13912128120261,19.8362651415239,18.9010764907217,-11.6463991623889,38.5723237121086,1.16728753410164,0.467328961108499,0.701613778580873,1.3215498136026,2.46314167640034,1.14782826844833,0.189242395160118,409.700212102918,0.0591393640628459,1.39391874596918,19.6502318057282
33,"DR14",2014,"dry","21",21033,"RIL_215","null",14.233701219852,160.531522577968,17.3838319784707,0.0540454969557303,263.361447803119,0.979978896536982,21.0341250783227,26.3554618148569,-11.8264529872547,45.451093298814,1.54923170661854,0.538248092686618,1.02224583926238,0.833451951418942,2.36506931861269,0.514191183597774,0.225783706551252,522.001922417343,-0.0379385951146554,0.989840170340803,20.154775816161
34,"DR14",2014,"dry","21",21034,"RIL_052","null",17.0890813871415,173.979804151529,23.758927155419,0.0602297523060159,285.440339427849,1.01178069955556,18.398829824188,21.3489876062974,-11.8869590895719,37.1020428976809,1.01813413831013,0.354957370072964,0.664075791548901,0.984352232618336,1.99303923809015,0.93198256322295,0.181564838940389,425.647467841499,-0.0379385951146554,1.16837931183624,19.2189222803954
35,"DR14",2014,"dry","21",21035,"RIL_114","null",15.774478453097,171.802966857671,17.9834793039492,0.0619368939105932,263.529742399566,0.985261308128416,18.8472668883062,21.9882576625774,-11.804557346559,39.3628889153778,1.18672078247462,0.395831292274881,0.792912649796125,1.03498518971471,2.19903977781334,0.843536825203738,0.179492257797101,479.217860905091,-0.0379385951146554,1.0768242425764,19.9867961428816
36,"DR14",2014,"dry","21",21036,"B100","null",NA,NA,NA,NA,NA,1.21137780249345,21.4067307916829,20.6072661762673,-11.8116708058295,38.5937086484565,1.63147749386794,0.624041435247651,1.00945403471899,1.61063086516443,3.22331839144365,1.00180544954483,0.194305055309548,468.473767181343,-0.059890936031668,1.03499929778912,20.7506002228864
37,"DR14",2014,"dry","21",21037,"RIL_118","null",25.3199750345627,226.904307665346,20.5613860864088,0.102023339712199,259.177351075069,NA,NA,NA,NA,46.2667520322043,1.94472197068303,0.887029933071735,1.08166296734195,1.64765551955602,3.49300502958815,0.869781881917919,0.237078188331233,398.759052825964,0.0843719691339137,1.25522090068159,22.6551967888629
38,"DR14",2014,"dry","21",21038,"RIL_172","null",18.3450246965547,193.924367505197,22.8909671052995,0.0699083919028969,263.308845138316,1.19856190042812,18.0361110619571,15.7011351002174,-12.2351445267404,28.5061997822057,1.18833006950901,0.327430916065134,0.855514429212704,1.5550797708581,2.71489840889744,1.36085419798536,0.11938637166524,466.62520588822,0.0843719691339137,1.00974716113318,17.9638499680833
39,"DR14",2014,"dry","21",21039,"RIL_019","null",16.4643446662797,180.127590579252,19.7336111079539,0.0691697238450678,236.868855994938,1.07885564402013,19.1386444238589,20.3458993815842,-12.3800096864244,29.2716714553536,0.906470819455299,0.250428750714343,0.651997184625716,0.918041058349302,1.82516564491661,0.978011850441026,0.143037221894879,436.43379939284,0.253295282417855,1.44520439516969,17.02994275205
40,"DR14",2014,"dry","21",21040,"RIL_070","null",17.6159638225135,181.965453026861,20.62999567185,0.0611499743327682,291.672009685929,1.02780487005624,17.2667967972964,18.9562384007952,-12.022258397619,28.9443604148349,0.966022180132672,0.367870167587465,0.597862450221279,1.35697435948155,2.32359833784622,1.46511413410419,0.158901086164479,350.246365465869,-0.0379385951146554,1.75781748459763,20.3271699606495
41,"DR14",2014,"dry","21",21041,"RIL_045","null",14.5115031923711,164.480712528725,18.7819858001616,0.0574887755134045,254.530887969938,1.09243052617076,19.6182669707329,19.9893405609349,-11.8041291644899,35.3295445728558,0.836250132514225,0.272873373326916,0.560733588860128,1.02521277862607,1.86676553483166,1.22347186883137,0.151632113602727,377.18638972328,-0.0379385951146554,1.4164553502575,19.9539541415617
42,"DR14",2014,"dry","21",21042,"RIL_105","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.5254908213731,0.811216136371167,0.302468799879343,0.506410237169861,1.05716478207649,1.8924199423287,1.35677895175808,0.172578468688342,326.248067995182,0.15621732324035,1.37116877547116,18.3190662037183
43,"DR14",2014,"dry","21",21043,"RIL_144","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,32.1871395540878,1.09936024046879,0.324173914633404,0.775574318824423,1.2316281245971,2.30807537946014,1.12161348757237,0.142187066726535,431.014828996232,0.213241018584137,1.09534109028516,16.7053774527851
44,"DR14",2014,"dry","21",21044,"A10","null",NA,NA,NA,NA,NA,1.35308555779398,20.1301216272482,16.017357832366,-12.30311340964,24.1935054394579,0.750507320106394,0.195602776033379,0.551031613279954,0.393059239545047,1.18145944296447,0.573323554380555,0.171622490609023,331.736276441836,1.14206259584897,2.15856325014462,15.3872237988343
45,"DR14",2014,"dry","21",21045,"RIL_219","null",13.3446149737876,158.115223631529,17.8143041820571,0.0509978501016152,262.742897525178,1.08747464383359,17.292606225172,17.2912106720414,-12.2338438464492,28.0983704155105,0.743871443292966,0.208777737393264,0.533437287702212,1.01577309920362,1.77221595906581,1.37378760359032,0.125192362645758,406.861703799929,0.303760492559987,1.27686812317351,15.5339517143074
46,"DR14",2014,"dry","21",21046,"RIL_150","null",16.0556880968498,176.496061957544,20.0048529376022,0.0539385274961685,296.383880283463,1.17915041879363,18.5569159530595,17.8283774677229,-11.9884920244343,34.7857720839289,0.86014367748217,0.333509226483907,0.525401952606345,1.20054621541361,2.0685320000602,1.44102917472881,0.164365613722573,360.826260049718,-0.0379385951146554,1.27548475493564,17.3269692306435
47,"DR14",2014,"dry","21",21047,"RIL_152","null",12.5161186823006,153.722447488005,17.2990416911891,0.0515120195878487,247.668116064466,1.18339792800667,19.8844351677288,18.041037784028,-12.0903053263621,28.0983704155105,0.943838502785152,0.220202862564765,0.716323305747116,0.46635784758803,1.45892255609949,0.463028229897609,0.162722228430198,490.571894117027,0.664159235756434,1.07064067467719,15.208418621418
48,"DR14",2014,"dry","21",21048,"RIL_217","null",12.735822467495,138.263549305417,17.6640418979978,0.0438353164179894,287.54738324504,1.08403381279646,16.8056830125172,16.7365910710636,-12.1155574734144,26.7891262534357,0.650458989114647,0.197027288873827,0.449787721345383,0.84443583941171,1.51419185386257,1.27967178549043,0.138935657472405,324.338526045902,0.0843719691339137,1.66993394325232,16.6869746447426
49,"DR14",2014,"dry","21",21049,"RIL_178","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,29.9262935363909,0.913161361315501,0.330338665250152,0.582821601946585,0.429638784364002,1.57636688648598,0.706447281396507,0.228978511804391,332.854050954855,-0.0379385951146554,1.34099568117024,17.3166973218578
50,"DR14",2014,"dry","21",21050,"RIL_096","null",NA,NA,NA,NA,NA,NA,NA,NA,NA,30.4700660253178,0.999370268144367,0.305857324271715,0.690808680701495,1.29387889027263,2.28458895770485,1.32858157818109,0.134804809292452,383.832350628152,0.135386735508028,1.35372383786321,17.52948683519
51,"DR14",2014,"dry","21",21051,"RIL_205","null",17.9080374710187,169.84904891503,20.2783850409019,0.0652139805811471,272.724729565719,1.23529085233754,19.8844351667076,16.859600054687,-12.2351729068204,26.7640327233145,0.761838410378768,0.238066949215317,0.519285351239659,0.937974129988112,1.77645088249835,1.39206251278853,0.14512841363109,370.167532828628,-0.0379385951146554,1.23287190424793,15.7885979058246
52,"DR14",2014,"dry","21",21052,"RIL_136","null",16.1987504829733,173.419724667489,20.1992413391843,0.0548976943545279,292.211386866465,1.1012932426158,17.9997451644066,17.7007922689771,-12.0616686989702,28.3399253940399,1.00959611514451,0.339929070304693,0.668878873540892,0.917040569387637,1.92973248557698,0.873084048168563,0.182793786522467,365.625919543856,0.322218298386342,2.24557608025471,20.2426146928736
53,"DR14",2014,"dry","21",21053,"RIL_189","null",18.802930989573,214.666905493262,22.7729902462872,0.0764920249759764,246.621279896306,1.12143864203654,18.8466927638389,19.0526260740997,-12.5106095770277,29.1053970671878,1.15902528925854,0.340147698228543,0.785194434883101,0.647337727419368,1.74969344183864,0.576846744123619,0.187120843311158,438.498169067737,0.647932398566964,1.04052393891637,16.9460189052561
54,"DR14",2014,"dry","21",21054,"RIL_054","null",9.61601654251063,122.318560791326,16.4883341983355,0.0387667238981306,254.515805019885,1.13412655579372,18.9426934437859,18.1298276691599,-12.2271985445933,38.1895878755347,1.00461314139998,0.42324643666947,0.584074942400681,1.21549424454907,2.20756960183786,1.21089988581968,0.189094452750812,288.67653991205,0.32899309763106,2.67619410098629,19.3142291481579
55,"DR14",2014,"dry","21",21055,"A10","null",6.65047684092445,121.777878594277,13.0833191040045,0.02824002989027,236.014014201235,1.35308555779398,20.1301216272482,16.017357832366,-12.30311340964,24.1935054394579,0.750507320106394,0.195602776033379,0.551031613279954,0.393059239545047,1.18145944296447,0.573323554380555,0.171622490609023,331.736276441836,1.14206259584897,2.15856325014462,15.3872237988343
56,"DR14",2014,"dry","21",21056,"RIL_110","null",15.0266435380121,168.079079788533,17.626273170936,0.0519093653704727,294.135698608411,1.18754318196412,18.5528353371239,16.4934438092603,-12.2883353216675,27.5242666606496,1.18327410468646,0.276742875058516,0.893519543932268,0.735661494073132,1.95265466219203,0.610192559948908,0.14872453898059,500.996960975261,0.116163059406636,0.9647536333174,17.924138614758
57,"DR14",2014,"dry","21",21057,"A10","null",6.65047684092445,121.777878594277,13.0833191040045,0.02824002989027,236.014014201235,1.35308555779398,20.1301216272482,16.017357832366,-12.30311340964,24.1935054394579,0.750507320106394,0.195602776033379,0.551031613279954,0.393059239545047,1.18145944296447,0.573323554380555,0.171622490609023,331.736276441836,1.14206259584897,2.15856325014462,15.3872237988343
58,"DR14",2014,"dry","21",21058,"RIL_164","null",12.2290338872124,171.964340357961,15.3478703688097,0.0503440958734496,248.268324933726,1.24787095510757,20.4041110613975,17.3014430759217,-12.1992882767986,24.4425241737496,0.708834127981093,0.172445234892559,0.529310173823482,0.884591795743657,1.62183323835788,1.26575910228441,0.117182185088961,427.040917372057,-0.0379385951146554,0.9647536333174,15.7314220195402
59,"DR14",2014,"dry","21",21059,"RIL_214","null",14.3187526814848,156.100414757958,18.0516209054594,0.0541305587187507,264.175508137664,1.13963667523203,19.1521953323508,18.737300519757,-11.9929659998044,37.3739291421444,1.00843900314254,0.315982571381564,0.693950551458516,0.903135878238433,1.90550318084216,0.842524625965794,0.170106018522072,405.932737446228,-0.0379385951146554,1.47610351974032,18.9439025800261
60,"DR14",2014,"dry","21",21060,"RIL_050","null",NA,NA,NA,NA,NA,1.2415027276327,20.5782304505292,18.1560060255776,-12.0823740419969,33.2244974716991,1.51239214253305,0.403078183730721,0.995661667245409,1.42493738482271,2.87881094839039,0.966121911495969,0.158369146917927,397.855891093193,0.479766810447887,1.19819166255212,19.4342491676483
61,"DR14",2014,"dry","21",21061,"A10","null",6.65047684092445,121.777878594277,13.0833191040045,0.02824002989027,236.014014201235,1.35308555779398,20.1301216272482,16.017357832366,-12.30311340964,24.1935054394579,0.750507320106394,0.195602776033379,0.551031613279954,0.393059239545047,1.18145944296447,0.573323554380555,0.171622490609023,331.736276441836,1.14206259584897,2.15856325014462,15.3872237988343
62,"DR14",2014,"dry","21",21062,"RIL_216","null",13.5400775265293,174.814715388911,18.3687986047453,0.054754244713953,254.916813131729,1.06977432904802,18.163481623333,18.6296105036818,-12.1979592164274,27.2827116821202,0.902239044497339,0.262181980486159,0.634143574649955,1.06613306575301,1.98348717795746,1.15136759520523,0.137774006704503,407.326186976787,0.364393258954065,1.32370893207883,16.5075464617564
63,"DR14",2014,"dry","21",21063,"RIL_075","null",8.95799431099768,121.166470273845,16.0004666992976,0.034481229770153,267.218175147237,1.15352018381752,18.5131895258294,16.9672069237661,-12.1753651901174,24.7144104182131,0.547399680276066,0.181539079198733,0.362449595239359,0.864455411184373,1.4431406532093,1.60641378841081,0.136718428178588,236.08672244403,0.156217323240353,2.12863466936772,15.9912116309065
64,"DR14",2014,"dry","21",21064,"RIL_063","null",16.638863730224,171.312742127583,21.7264600263183,0.0757434817196997,227.64734062324,1.00255894954753,19.3254560519417,21.9691349582227,-11.8590488217772,40.7275578735078,1.27096236136482,0.537162678993563,0.742819026919569,0.988237424898157,2.23481139747201,0.741794638496955,0.238150656504891,366.916150590663,-0.0379385951146554,0.9647536333174,18.0603719822967
65,"DR14",2014,"dry","21",21065,"RIL_085","null",9.3927585441872,134.675886388075,16.6211391849985,0.0371375538947594,261.116621881661,1.12364243948129,18.4848038688145,17.5486900269627,-12.3428267968857,27.3381364781754,1.39937105253518,0.29133042137815,1.08788964349424,0.469734069216618,1.92201107605226,0.320823936454834,0.155347531147122,444.897715059921,0.912391817750188,3.56336970978417,20.7624612986465
66,"DR14",2014,"dry","21",21066,"RIL_057","null",13.0450628128998,147.768471860318,18.2986230906364,0.0508398827026702,264.085736960135,1.04781047586543,19.5126048787569,20.7272260689864,-12.0570788170826,38.4614741199982,0.714640085264912,0.264050703852719,0.472311539810976,0.84078218361279,1.57473276728319,1.13685530401281,0.179231763112228,326.041631027692,-0.0379385951146554,1.02630918788269,16.420740374078
67,"DR14",2014,"dry","21",21067,"RIL_046","null",13.3305707811795,140.765570239172,17.083086431089,0.0484333462007012,277.045130998109,1.21546712384092,18.5201659632598,16.4037664355381,-12.103304344919,29.2967649854748,0.79469884080555,0.251839569842041,0.535500711449431,1.26940641965628,2.09101364917071,1.70893270211962,0.125975304466834,330.996118247448,0.392385988653044,1.36434306646083,18.7064579836725
68,"DR14",2014,"dry","21",21068,"RIL_090","null",25.735369551842,202.158297509124,22.2006020030832,0.1150330530966,226.617970687619,1.26674110940971,21.7928247992931,19.0262713599538,-12.059736937825,38.4614741199982,1.68057250115644,0.593074392603399,1.18135857021945,2.24207419388817,3.84850859063434,1.51326427952681,0.142544363630979,496.661784657976,-0.0379385951146554,1.61416399532442,21.9271208846516
69,"DR14",2014,"dry","21",21069,"RIL_111","null",17.7521468870092,197.901924378677,21.7638787637861,0.0721718938712097,251.635244799103,1.00997281712243,21.0973427665047,24.6892339595942,-12.1033258348638,37.2379860199127,2.45814246381862,0.784046780229333,1.68891079736711,2.41673982617171,4.63828285102298,1.07174492349438,0.149554980509846,598.022335695452,0.401542697940396,0.9647536333174,19.4423298816747
70,"DR14",2014,"dry","21",21070,"A10","null",6.65047684092445,121.777878594277,13.0833191040045,0.02824002989027,236.014014201235,1.35308555779398,20.1301216272482,16.017357832366,-12.30311340964,24.1935054394579,0.750507320106394,0.195602776033379,0.551031613279954,0.393059239545047,1.18145944296447,0.573323554380555,0.171622490609023,331.736276441836,1.14206259584897,2.15856325014462,15.3872237988343
71,"DR14",2014,"dry","21",21071,"RIL_162","null",9.92253316912758,147.303124864176,16.3550632702163,0.0422177967485547,240.701041131301,1.2128150251636,19.6086673112381,17.362144778026,-12.2031259050776,24.1706379292862,1.04497529921415,0.275603995585768,0.762327670813013,0.336535023535287,1.53907686184426,0.326029558402857,0.204126958326897,373.006041131615,1.06882436731519,1.54953938218201,18.4765211648502
72,"DR14",2014,"dry","21",21072,"RIL_097","null",9.05195783529138,122.864588855445,15.4207547028263,0.0353824500932623,259.149283452905,1.07452495309387,19.6315667891156,20.2938862466666,-12.3149570494565,28.8889356187796,0.99496305308478,0.353118419464144,0.640122824325738,1.27974478883797,2.37391065303464,1.18283985094185,0.162578454781607,332.441177019878,0.507353318015508,1.85903248307239,18.7451833827065
73,"DR14",2014,"dry","21",21073,"RIL_088","null",15.7348725906069,177.837507818087,18.2881986072371,0.0738114064355685,221.379295098446,1.05602438661434,20.9085023741332,22.3152115974802,-12.0996087489603,38.9801530788038,1.31085866581303,0.485611782474872,0.825453589000185,1.43385556454774,2.73357786126998,1.08271110703345,0.173325122031513,383.018234054872,0.184314449902345,1.44427467992286,19.6392324294526
