"year","experiment","genotype","treatment","subplot_id","trait","data"
2013,"density","RIL_037","thick",31080,"panicle_emergence_DAS",34
2013,"density","RIL_059","thick",31081,"panicle_emergence_DAS",41
2013,"density","RIL_066","thick",31082,"panicle_emergence_DAS",44
2013,"density","RIL_166","thick",31083,"panicle_emergence_DAS",38
2013,"density","RIL_075","thick",31084,"panicle_emergence_DAS",32
2013,"density","RIL_119","thick",31086,"panicle_emergence_DAS",44
2013,"density","RIL_099","thick",31087,"panicle_emergence_DAS",40
2013,"density","RIL_110","thick",31088,"panicle_emergence_DAS",34
2013,"density","RIL_061","thick",31089,"panicle_emergence_DAS",56
2013,"density","RIL_199","thick",31090,"panicle_emergence_DAS",40
2013,"density","B100","thick",31091,"panicle_emergence_DAS",51
2013,"density","RIL_188","thick",31092,"panicle_emergence_DAS",36
2013,"density","B100","thick",31093,"panicle_emergence_DAS",48
2013,"density","A10","thick",31094,"panicle_emergence_DAS",27
2013,"density","RIL_189","thick",31095,"panicle_emergence_DAS",37
2013,"density","RIL_017","thick",31096,"panicle_emergence_DAS",40
2013,"density","RIL_143","thick",31098,"panicle_emergence_DAS",36
2013,"density","RIL_123","thick",31099,"panicle_emergence_DAS",38
2013,"density","RIL_098","thick",31100,"panicle_emergence_DAS",38
2013,"density","RIL_051","thick",31101,"panicle_emergence_DAS",36
2013,"density","RIL_055","thick",31102,"panicle_emergence_DAS",34
2013,"density","RIL_219","thick",31103,"panicle_emergence_DAS",38
2013,"density","RIL_148","thick",31104,"panicle_emergence_DAS",39
2013,"density","RIL_215","thick",31105,"panicle_emergence_DAS",57
2013,"density","RIL_069","thick",31106,"panicle_emergence_DAS",38
2013,"density","RIL_022","thick",31107,"panicle_emergence_DAS",44
2013,"density","RIL_168","thick",31108,"panicle_emergence_DAS",40
2013,"density","RIL_182","thick",31109,"panicle_emergence_DAS",46
2013,"density","RIL_204","thick",31110,"panicle_emergence_DAS",39
2013,"density","RIL_089","thick",31111,"panicle_emergence_DAS",45
2013,"density","RIL_176","thick",31112,"panicle_emergence_DAS",41
2013,"density","RIL_091","thick",31113,"panicle_emergence_DAS",34
2013,"density","RIL_140","thick",31114,"panicle_emergence_DAS",40
2013,"density","RIL_002","thick",31115,"panicle_emergence_DAS",35
2013,"density","RIL_211","thick",31116,"panicle_emergence_DAS",41
2013,"density","RIL_102","thick",31117,"panicle_emergence_DAS",35
2013,"density","RIL_030","thick",31118,"panicle_emergence_DAS",41
2013,"density","RIL_071","thick",31119,"panicle_emergence_DAS",51
2013,"density","RIL_192","thick",31120,"panicle_emergence_DAS",36
2013,"density","A10","thick",31121,"panicle_emergence_DAS",31
2013,"density","RIL_129","thick",31122,"panicle_emergence_DAS",48
2013,"density","RIL_081","thick",31123,"panicle_emergence_DAS",44
2013,"density","RIL_152","thick",31124,"panicle_emergence_DAS",34
2013,"density","RIL_194","thick",31125,"panicle_emergence_DAS",38
2013,"density","RIL_048","thick",31126,"panicle_emergence_DAS",38
2013,"density","RIL_011","thick",31127,"panicle_emergence_DAS",38
2013,"density","RIL_104","thick",31128,"panicle_emergence_DAS",55
2013,"density","A10","thick",31129,"panicle_emergence_DAS",31
2013,"density","RIL_034","thick",31130,"panicle_emergence_DAS",36
2013,"density","RIL_001","thick",31131,"panicle_emergence_DAS",36
2013,"density","RIL_053","thick",31132,"panicle_emergence_DAS",38
2013,"density","B100","thick",31133,"panicle_emergence_DAS",48
2013,"density","RIL_167","thick",31134,"panicle_emergence_DAS",38
2013,"density","RIL_013","thick",31135,"panicle_emergence_DAS",36
2013,"density","RIL_086","thick",31136,"panicle_emergence_DAS",41
2013,"density","RIL_101","thick",31137,"panicle_emergence_DAS",46
2013,"density","RIL_056","thick",31138,"panicle_emergence_DAS",37
2013,"density","B100","thick",31139,"panicle_emergence_DAS",30
2013,"density","RIL_057","thick",31140,"panicle_emergence_DAS",44
2013,"density","RIL_121","thick",31141,"panicle_emergence_DAS",36
2013,"density","RIL_118","thick",31142,"panicle_emergence_DAS",55
2013,"density","RIL_113","thick",31143,"panicle_emergence_DAS",33
2013,"density","B100","thick",31144,"panicle_emergence_DAS",48
2013,"density","RIL_174","thick",31145,"panicle_emergence_DAS",41
2013,"density","RIL_064","thick",31146,"panicle_emergence_DAS",41
2013,"density","RIL_161","thick",31147,"panicle_emergence_DAS",44
2013,"density","RIL_207","thick",31148,"panicle_emergence_DAS",40
2013,"density","RIL_139","thick",31149,"panicle_emergence_DAS",42
2013,"density","RIL_040","thick",31150,"panicle_emergence_DAS",38
2013,"density","B100","thick",31151,"panicle_emergence_DAS",52
2013,"density","RIL_041","thick",31152,"panicle_emergence_DAS",35
2013,"density","RIL_120","thick",31153,"panicle_emergence_DAS",35
2013,"density","RIL_217","thick",31154,"panicle_emergence_DAS",35
2013,"density","RIL_162","thick",31155,"panicle_emergence_DAS",32
2013,"density","RIL_072","thick",31156,"panicle_emergence_DAS",41
2013,"density","RIL_181","thick",31157,"panicle_emergence_DAS",56
2013,"density","RIL_014","thick",31158,"panicle_emergence_DAS",38
2013,"density","RIL_112","thick",31159,"panicle_emergence_DAS",35
2013,"density","RIL_154","thick",31160,"panicle_emergence_DAS",38
2013,"density","RIL_222","thick",31161,"panicle_emergence_DAS",40
2013,"density","A10","thick",31162,"panicle_emergence_DAS",31
2013,"density","RIL_169","thick",31163,"panicle_emergence_DAS",45
2013,"density","RIL_052","thick",31164,"panicle_emergence_DAS",38
2013,"density","RIL_103","thick",31165,"panicle_emergence_DAS",39
2013,"density","RIL_024","thick",31166,"panicle_emergence_DAS",38
2013,"density","RIL_092","thick",31167,"panicle_emergence_DAS",39
2013,"density","RIL_187","thick",31168,"panicle_emergence_DAS",44
2013,"density","RIL_220","thick",31169,"panicle_emergence_DAS",38
2013,"density","RIL_193","thick",31170,"panicle_emergence_DAS",40
2013,"density","RIL_172","thick",31171,"panicle_emergence_DAS",36
2013,"density","RIL_004","thick",31172,"panicle_emergence_DAS",39
2013,"density","B100","thick",31173,"panicle_emergence_DAS",48
2013,"density","RIL_195","thick",31174,"panicle_emergence_DAS",48
2013,"density","RIL_008","thick",31175,"panicle_emergence_DAS",40
2013,"density","RIL_043","thick",31176,"panicle_emergence_DAS",42
2013,"density","RIL_049","thick",31177,"panicle_emergence_DAS",35
2013,"density","RIL_205","thick",31178,"panicle_emergence_DAS",35
2013,"density","A10","thick",31179,"panicle_emergence_DAS",31
2013,"density","RIL_020","thick",31180,"panicle_emergence_DAS",44
2013,"density","RIL_027","thick",31181,"panicle_emergence_DAS",38
2013,"density","RIL_180","thick",31182,"panicle_emergence_DAS",40
2013,"density","RIL_107","thick",31183,"panicle_emergence_DAS",34
2013,"density","A10","thick",31184,"panicle_emergence_DAS",30
2013,"density","RIL_026","thick",31185,"panicle_emergence_DAS",34
2013,"density","RIL_210","thick",31187,"panicle_emergence_DAS",44
2013,"density","RIL_077","thick",31188,"panicle_emergence_DAS",41
2013,"density","RIL_039","thick",31189,"panicle_emergence_DAS",27
2013,"density","RIL_141","thick",31190,"panicle_emergence_DAS",35
2013,"density","A10","thick",31191,"panicle_emergence_DAS",31
2013,"density","RIL_213","thick",31192,"panicle_emergence_DAS",46
2013,"density","RIL_130","thick",31193,"panicle_emergence_DAS",41
2013,"density","B100","thick",31194,"panicle_emergence_DAS",52
2013,"density","RIL_025","thick",31195,"panicle_emergence_DAS",34
2013,"density","RIL_197","thick",31196,"panicle_emergence_DAS",47
2013,"density","RIL_035","thick",31197,"panicle_emergence_DAS",50
2013,"density","RIL_144","thick",31198,"panicle_emergence_DAS",40
2013,"density","RIL_096","thick",31199,"panicle_emergence_DAS",38
2013,"density","B100","thick",31200,"panicle_emergence_DAS",52
2013,"density","B100","thick",31201,"panicle_emergence_DAS",50
2013,"density","RIL_114","thick",31202,"panicle_emergence_DAS",41
2013,"density","RIL_106","thick",31203,"panicle_emergence_DAS",44
2013,"density","RIL_007","thick",31204,"panicle_emergence_DAS",37
2013,"density","RIL_006","thick",31205,"panicle_emergence_DAS",47
2013,"density","RIL_085","thick",31207,"panicle_emergence_DAS",34
2013,"density","RIL_005","thick",31208,"panicle_emergence_DAS",34
2013,"density","RIL_221","thick",31209,"panicle_emergence_DAS",38
2013,"density","RIL_124","thick",31210,"panicle_emergence_DAS",34
2013,"density","RIL_040","sparse",32001,"panicle_emergence_DAS",39
2013,"density","RIL_061","sparse",32002,"panicle_emergence_DAS",58
2013,"density","RIL_148","sparse",32003,"panicle_emergence_DAS",40
2013,"density","RIL_059","sparse",32004,"panicle_emergence_DAS",44
2013,"density","RIL_055","sparse",32005,"panicle_emergence_DAS",34
2013,"density","RIL_190","sparse",32006,"panicle_emergence_DAS",38
2013,"density","RIL_026","sparse",32007,"panicle_emergence_DAS",36
2013,"density","RIL_013","sparse",32008,"panicle_emergence_DAS",37
2013,"density","RIL_018","sparse",32009,"panicle_emergence_DAS",40
2013,"density","RIL_136","sparse",32010,"panicle_emergence_DAS",37
2013,"density","RIL_171","sparse",32011,"panicle_emergence_DAS",40
2013,"density","RIL_016","sparse",32012,"panicle_emergence_DAS",38
2013,"density","RIL_025","sparse",32013,"panicle_emergence_DAS",34
2013,"density","A10","sparse",32014,"panicle_emergence_DAS",31
2013,"density","RIL_142","sparse",32015,"panicle_emergence_DAS",34
2013,"density","A10","sparse",32016,"panicle_emergence_DAS",30
2013,"density","A10","sparse",32017,"panicle_emergence_DAS",28
2013,"density","RIL_027","sparse",32018,"panicle_emergence_DAS",38
2013,"density","RIL_024","sparse",32019,"panicle_emergence_DAS",39
2013,"density","RIL_129","sparse",32021,"panicle_emergence_DAS",40
2013,"density","RIL_069","sparse",32022,"panicle_emergence_DAS",39
2013,"density","RIL_116","sparse",32023,"panicle_emergence_DAS",38
2013,"density","RIL_001","sparse",32024,"panicle_emergence_DAS",38
2013,"density","RIL_159","sparse",32025,"panicle_emergence_DAS",44
2013,"density","RIL_109","sparse",32026,"panicle_emergence_DAS",41
2013,"density","RIL_105","sparse",32027,"panicle_emergence_DAS",37
2013,"density","RIL_119","sparse",32028,"panicle_emergence_DAS",44
2013,"density","RIL_162","sparse",32029,"panicle_emergence_DAS",32
2013,"density","RIL_039","sparse",32030,"panicle_emergence_DAS",27
2013,"density","RIL_127","sparse",32031,"panicle_emergence_DAS",41
2013,"density","RIL_185","sparse",32032,"panicle_emergence_DAS",37
2013,"density","RIL_015","sparse",32033,"panicle_emergence_DAS",28
2013,"density","RIL_043","sparse",32034,"panicle_emergence_DAS",41
2013,"density","A10","sparse",32035,"panicle_emergence_DAS",30
2013,"density","RIL_123","sparse",32036,"panicle_emergence_DAS",40
2013,"density","RIL_175","sparse",32037,"panicle_emergence_DAS",36
2013,"density","RIL_141","sparse",32038,"panicle_emergence_DAS",35
2013,"density","RIL_058","sparse",32040,"panicle_emergence_DAS",44
2013,"density","B100","sparse",32041,"panicle_emergence_DAS",44
2013,"density","RIL_166","sparse",32042,"panicle_emergence_DAS",36
2013,"density","RIL_168","sparse",32044,"panicle_emergence_DAS",44
2013,"density","RIL_062","sparse",32045,"panicle_emergence_DAS",44
2013,"density","RIL_035","sparse",32046,"panicle_emergence_DAS",53
2013,"density","B100","sparse",32047,"panicle_emergence_DAS",44
2013,"density","RIL_153","sparse",32048,"panicle_emergence_DAS",41
2013,"density","RIL_215","sparse",32049,"panicle_emergence_DAS",52
2013,"density","A10","sparse",32050,"panicle_emergence_DAS",30
2013,"density","RIL_152","sparse",32051,"panicle_emergence_DAS",35
2013,"density","RIL_010","sparse",32052,"panicle_emergence_DAS",38
2013,"density","A10","sparse",32053,"panicle_emergence_DAS",30
2013,"density","RIL_051","sparse",32054,"panicle_emergence_DAS",38
2013,"density","RIL_135","sparse",32055,"panicle_emergence_DAS",40
2013,"density","RIL_181","sparse",32056,"panicle_emergence_DAS",51
2013,"density","RIL_063","sparse",32057,"panicle_emergence_DAS",55
2013,"density","RIL_182","sparse",32058,"panicle_emergence_DAS",47
2013,"density","RIL_210","sparse",32059,"panicle_emergence_DAS",45
2013,"density","RIL_200","sparse",32060,"panicle_emergence_DAS",46
2013,"density","RIL_089","sparse",32061,"panicle_emergence_DAS",41
2013,"density","RIL_054","sparse",32062,"panicle_emergence_DAS",38
2013,"density","RIL_047","sparse",32063,"panicle_emergence_DAS",35
2013,"density","RIL_071","sparse",32064,"panicle_emergence_DAS",51
2013,"density","RIL_064","sparse",32065,"panicle_emergence_DAS",41
2013,"density","RIL_192","sparse",32066,"panicle_emergence_DAS",36
2013,"density","B100","sparse",32067,"panicle_emergence_DAS",50
2013,"density","RIL_014","sparse",32068,"panicle_emergence_DAS",37
2013,"density","RIL_022","sparse",32069,"panicle_emergence_DAS",45
2013,"density","RIL_115","sparse",32070,"panicle_emergence_DAS",33
2013,"density","RIL_052","sparse",32071,"panicle_emergence_DAS",40
2013,"density","RIL_113","sparse",32072,"panicle_emergence_DAS",34
2013,"density","RIL_156","sparse",32073,"panicle_emergence_DAS",41
2013,"density","RIL_124","sparse",32074,"panicle_emergence_DAS",34
2013,"density","RIL_196","sparse",32075,"panicle_emergence_DAS",35
2013,"density","RIL_205","sparse",32076,"panicle_emergence_DAS",35
2013,"density","RIL_075","sparse",32077,"panicle_emergence_DAS",30
2013,"density","RIL_118","sparse",32078,"panicle_emergence_DAS",53
2013,"density","RIL_056","sparse",32079,"panicle_emergence_DAS",40
2013,"density","RIL_220","sparse",32080,"panicle_emergence_DAS",35
2013,"density","RIL_095","sparse",32081,"panicle_emergence_DAS",37
2013,"density","RIL_023","sparse",32082,"panicle_emergence_DAS",51
2013,"density","RIL_195","sparse",32083,"panicle_emergence_DAS",50
2013,"density","B100","sparse",32084,"panicle_emergence_DAS",52
2013,"density","RIL_020","sparse",32085,"panicle_emergence_DAS",47
2013,"density","RIL_207","sparse",32086,"panicle_emergence_DAS",40
2013,"density","RIL_218","sparse",32087,"panicle_emergence_DAS",48
2013,"density","RIL_170","sparse",32088,"panicle_emergence_DAS",64
2013,"density","RIL_029","sparse",32089,"panicle_emergence_DAS",43
2013,"density","B100","sparse",32090,"panicle_emergence_DAS",52
2013,"density","RIL_121","sparse",32091,"panicle_emergence_DAS",36
2013,"density","RIL_213","sparse",32092,"panicle_emergence_DAS",47
2013,"density","RIL_030","sparse",32093,"panicle_emergence_DAS",41
2013,"density","RIL_128","sparse",32094,"panicle_emergence_DAS",43
2013,"density","B100","sparse",32095,"panicle_emergence_DAS",52
2013,"density","RIL_076","sparse",32096,"panicle_emergence_DAS",38
2013,"density","RIL_017","sparse",32097,"panicle_emergence_DAS",38
2013,"density","RIL_212","sparse",32098,"panicle_emergence_DAS",50
2013,"density","RIL_197","sparse",32099,"panicle_emergence_DAS",48
2013,"density","RIL_086","sparse",32100,"panicle_emergence_DAS",43
2013,"density","RIL_202","sparse",32101,"panicle_emergence_DAS",38
2013,"density","RIL_206","sparse",32102,"panicle_emergence_DAS",40
2013,"density","RIL_150","sparse",32103,"panicle_emergence_DAS",42
2013,"density","RIL_187","sparse",32104,"panicle_emergence_DAS",44
2013,"density","RIL_130","sparse",32105,"panicle_emergence_DAS",42
2013,"density","RIL_126","sparse",32106,"panicle_emergence_DAS",27
2013,"density","RIL_037","sparse",32107,"panicle_emergence_DAS",32
2013,"density","RIL_085","sparse",32108,"panicle_emergence_DAS",31
2013,"density","RIL_005","sparse",32109,"panicle_emergence_DAS",35
2013,"density","RIL_096","sparse",32110,"panicle_emergence_DAS",38
2013,"density","RIL_072","sparse",32111,"panicle_emergence_DAS",41
2013,"density","RIL_163","sparse",32113,"panicle_emergence_DAS",38
2013,"density","RIL_209","sparse",32114,"panicle_emergence_DAS",41
2013,"density","RIL_125","sparse",32115,"panicle_emergence_DAS",46
2013,"density","RIL_146","sparse",32116,"panicle_emergence_DAS",55
2013,"density","A10","sparse",32117,"panicle_emergence_DAS",30
2013,"density","RIL_179","sparse",32118,"panicle_emergence_DAS",38
2013,"density","RIL_031","sparse",32119,"panicle_emergence_DAS",34
2013,"density","RIL_104","sparse",32120,"panicle_emergence_DAS",53
2013,"density","B100","sparse",32121,"panicle_emergence_DAS",47
2013,"density","B100","sparse",32122,"panicle_emergence_DAS",50
2013,"density","RIL_008","sparse",32123,"panicle_emergence_DAS",40
2013,"density","RIL_060","sparse",32124,"panicle_emergence_DAS",54
2013,"density","RIL_188","sparse",32125,"panicle_emergence_DAS",35
2013,"density","RIL_199","sparse",32126,"panicle_emergence_DAS",41
2013,"density","A10","sparse",32127,"panicle_emergence_DAS",31
2013,"density","RIL_172","sparse",32128,"panicle_emergence_DAS",37
2013,"density","RIL_189","sparse",32129,"panicle_emergence_DAS",37
2013,"density","RIL_221","sparse",32130,"panicle_emergence_DAS",37
2013,"density","RIL_174","sparse",32131,"panicle_emergence_DAS",42
2013,"density","RIL_180","sparse",32132,"panicle_emergence_DAS",39
2013,"density","B100","sparse",32133,"panicle_emergence_DAS",49
2013,"density","A10","sparse",32134,"panicle_emergence_DAS",31
2013,"density","RIL_144","sparse",32135,"panicle_emergence_DAS",39
2013,"density","RIL_107","sparse",32136,"panicle_emergence_DAS",34
2013,"density","RIL_087","sparse",32137,"panicle_emergence_DAS",27
2013,"density","RIL_041","sparse",32138,"panicle_emergence_DAS",37
2013,"density","RIL_074","sparse",32139,"panicle_emergence_DAS",38
2013,"density","RIL_082","sparse",32140,"panicle_emergence_DAS",41
2013,"density","RIL_222","sparse",32141,"panicle_emergence_DAS",38
2013,"density","A10","sparse",32142,"panicle_emergence_DAS",30
2013,"density","RIL_194","sparse",32143,"panicle_emergence_DAS",38
2013,"density","RIL_033","sparse",32144,"panicle_emergence_DAS",42
2013,"density","RIL_134","sparse",32145,"panicle_emergence_DAS",43
2013,"density","RIL_201","sparse",32146,"panicle_emergence_DAS",51
2013,"density","RIL_092","sparse",32147,"panicle_emergence_DAS",37
2013,"density","RIL_112","sparse",32148,"panicle_emergence_DAS",34
2013,"density","A10","sparse",32149,"panicle_emergence_DAS",31
2013,"density","RIL_217","sparse",32150,"panicle_emergence_DAS",35
2013,"density","RIL_002","sparse",32152,"panicle_emergence_DAS",42
2013,"density","RIL_077","sparse",32153,"panicle_emergence_DAS",42
2013,"density","RIL_137","sparse",32154,"panicle_emergence_DAS",47
2013,"density","RIL_154","sparse",32155,"panicle_emergence_DAS",40
2013,"density","B100","sparse",32156,"panicle_emergence_DAS",49
2013,"density","RIL_149","sparse",32157,"panicle_emergence_DAS",38
2013,"density","RIL_117","sparse",32158,"panicle_emergence_DAS",41
2013,"density","RIL_176","sparse",32159,"panicle_emergence_DAS",41
2013,"density","RIL_143","sparse",32160,"panicle_emergence_DAS",38
2013,"density","RIL_100","sparse",32161,"panicle_emergence_DAS",48
2013,"density","RIL_093","sparse",32162,"panicle_emergence_DAS",38
2013,"density","RIL_004","sparse",32163,"panicle_emergence_DAS",41
2013,"density","RIL_160","sparse",32164,"panicle_emergence_DAS",41
2013,"density","RIL_184","sparse",32165,"panicle_emergence_DAS",41
2013,"density","RIL_034","sparse",32166,"panicle_emergence_DAS",41
2013,"density","RIL_019","sparse",32167,"panicle_emergence_DAS",36
2013,"density","A10","sparse",32168,"panicle_emergence_DAS",28
2013,"density","RIL_081","sparse",32169,"panicle_emergence_DAS",43
2013,"density","RIL_007","sparse",32170,"panicle_emergence_DAS",34
2013,"density","RIL_084","sparse",32171,"panicle_emergence_DAS",40
2013,"density","RIL_216","sparse",32172,"panicle_emergence_DAS",37
2013,"density","RIL_053","sparse",32173,"panicle_emergence_DAS",40
2013,"density","RIL_011","sparse",32174,"panicle_emergence_DAS",38
2013,"density","RIL_208","sparse",32175,"panicle_emergence_DAS",38
2013,"density","RIL_091","sparse",32176,"panicle_emergence_DAS",34
2013,"density","RIL_110","sparse",32177,"panicle_emergence_DAS",34
2013,"density","RIL_102","sparse",32178,"panicle_emergence_DAS",34
2013,"density","RIL_157","sparse",32179,"panicle_emergence_DAS",36
2013,"density","RIL_049","sparse",32181,"panicle_emergence_DAS",37
2013,"density","B100","sparse",32182,"panicle_emergence_DAS",51
2013,"density","RIL_139","sparse",32183,"panicle_emergence_DAS",43
2013,"density","RIL_161","sparse",32184,"panicle_emergence_DAS",46
2013,"density","RIL_099","sparse",32185,"panicle_emergence_DAS",41
2013,"density","RIL_103","sparse",32186,"panicle_emergence_DAS",41
2013,"density","RIL_036","sparse",32187,"panicle_emergence_DAS",41
2013,"density","RIL_167","sparse",32188,"panicle_emergence_DAS",38
2013,"density","RIL_219","sparse",32189,"panicle_emergence_DAS",37
2013,"density","RIL_048","sparse",32190,"panicle_emergence_DAS",38
2013,"density","RIL_203","sparse",32191,"panicle_emergence_DAS",40
2013,"density","RIL_211","sparse",32192,"panicle_emergence_DAS",40
2013,"density","B100","sparse",32193,"panicle_emergence_DAS",46
2013,"density","RIL_204","sparse",32194,"panicle_emergence_DAS",45
2013,"density","RIL_169","sparse",32195,"panicle_emergence_DAS",44
2013,"density","RIL_057","sparse",32196,"panicle_emergence_DAS",44
2013,"density","RIL_067","sparse",32197,"panicle_emergence_DAS",37
2013,"density","RIL_120","sparse",32198,"panicle_emergence_DAS",37
2013,"density","RIL_114","sparse",32199,"panicle_emergence_DAS",42
2013,"density","RIL_183","sparse",32200,"panicle_emergence_DAS",47
2013,"density","B100","sparse",32201,"panicle_emergence_DAS",49
2013,"density","RIL_164","sparse",32202,"panicle_emergence_DAS",33
2013,"density","RIL_038","sparse",32203,"panicle_emergence_DAS",36
2013,"density","RIL_193","sparse",32204,"panicle_emergence_DAS",40
2013,"density","A10","sparse",32206,"panicle_emergence_DAS",31
2013,"density","RIL_070","sparse",32207,"panicle_emergence_DAS",41
2013,"density","RIL_140","sparse",32208,"panicle_emergence_DAS",39
2013,"density","A10","sparse",32209,"panicle_emergence_DAS",31
2013,"density","B100","sparse",32210,"panicle_emergence_DAS",50
2013,"density","RIL_026","thick",33001,"panicle_emergence_DAS",34
2013,"density","RIL_091","thick",33002,"panicle_emergence_DAS",34
2013,"density","RIL_047","thick",33003,"panicle_emergence_DAS",35
2013,"density","RIL_152","thick",33004,"panicle_emergence_DAS",35
2013,"density","RIL_001","thick",33005,"panicle_emergence_DAS",41
2013,"density","A10","thick",33006,"panicle_emergence_DAS",30
2013,"density","RIL_120","thick",33007,"panicle_emergence_DAS",37
2013,"density","RIL_135","thick",33008,"panicle_emergence_DAS",43
2013,"density","RIL_139","thick",33009,"panicle_emergence_DAS",44
2013,"density","RIL_195","thick",33010,"panicle_emergence_DAS",52
2013,"density","B100","thick",33011,"panicle_emergence_DAS",50
2013,"density","RIL_196","thick",33012,"panicle_emergence_DAS",37
